catalogNumber,assigned_tier,ucs_score,solidity,midrib_angle,symmetry_reconstructed,mask_path,leaf_index,petiole_length_px,lamina_length_px,status
00116749,2,0.8537,0.6284,-86.73,TRUE,data/masks/tier2_reflected/00116749_reflected_0.png,0,45.4,79.76,TIER_2_SYMMETRY_REFLECTED_LOWER
00116749,2,0.838,0.5182,82.6,TRUE,data/masks/tier2_reflected/00116749_reflected_1.png,1,70.46,31.26,TIER_2_SYMMETRY_REFLECTED_LOWER
00116749,2,0.8794,0.573,-85.2,TRUE,data/masks/tier2_reflected/00116749_reflected_2.png,2,42.01,62.03,TIER_2_SYMMETRY_REFLECTED_UPPER
00116749,2,0.8106,0.7446,55.63,TRUE,data/masks/tier2_reflected/00116749_reflected_3.png,3,2.83,27.59,TIER_2_SYMMETRY_REFLECTED_UPPER
00116749,2,0.8878,0.5328,88.18,TRUE,data/masks/tier2_reflected/00116749_reflected_4.png,4,77.32,29.07,TIER_2_SYMMETRY_REFLECTED_UPPER
00116749,1,0.8783,0.7818,80.2,FALSE,data/masks/tier1_intact/00116749_leaf_5.png,5,8.06,85.84,TIER_1_INTACT_EXTRACTED
00116749,1,0.9068,0.7979,76.83,FALSE,data/masks/tier1_intact/00116749_leaf_6.png,6,18.03,26.25,TIER_1_INTACT_EXTRACTED
00116749,2,0.8034,0.5597,46.18,TRUE,data/masks/tier2_reflected/00116749_reflected_7.png,7,42.54,4.47,TIER_2_SYMMETRY_REFLECTED_UPPER
00116749,3,0.8059,0.5361,45.14,FALSE,data/masks/tier3_open_curves/00116749_curve_8.csv,8,9.0,41.77,TIER_3_OPEN_CURVE_EXTRACTED
00116749,2,0.843,0.7431,-79.38,TRUE,data/masks/tier2_reflected/00116749_reflected_9.png,9,22.8,34.21,TIER_2_SYMMETRY_REFLECTED_LOWER
00116749,1,0.9092,0.8356,-75.38,FALSE,data/masks/tier1_intact/00116749_leaf_10.png,10,12.37,17.46,TIER_1_INTACT_EXTRACTED
00116749,3,0.6744,0.6537,65.16,FALSE,data/masks/tier3_open_curves/00116749_curve_11.csv,11,18.0,15.23,TIER_3_OPEN_CURVE_EXTRACTED
00116749,2,0.8123,0.7566,-81.49,TRUE,data/masks/tier2_reflected/00116749_reflected_12.png,12,76.94,8.06,TIER_2_SYMMETRY_REFLECTED_UPPER
00116749,1,0.9238,0.8329,-89.88,FALSE,data/masks/tier1_intact/00116749_leaf_13.png,13,3.0,43.05,TIER_1_INTACT_EXTRACTED
00116749,2,0.8624,0.6741,-80.62,TRUE,data/masks/tier2_reflected/00116749_reflected_14.png,14,86.47,10.05,TIER_2_SYMMETRY_REFLECTED_UPPER
00116749,2,0.791,0.5378,56.13,TRUE,data/masks/tier2_reflected/00116749_reflected_15.png,15,29.07,50.99,TIER_2_SYMMETRY_REFLECTED_LOWER
00116749,2,0.8138,0.786,23.08,TRUE,data/masks/tier2_reflected/00116749_reflected_16.png,16,14.76,62.18,TIER_2_SYMMETRY_REFLECTED_UPPER
00116749,2,0.7356,0.5834,-5.16,TRUE,data/masks/tier2_reflected/00116749_reflected_17.png,17,62.29,53.24,TIER_2_SYMMETRY_REFLECTED_UPPER
00116749,2,0.6758,0.6234,-85.58,TRUE,data/masks/tier2_reflected/00116749_reflected_18.png,18,62.3,6.32,TIER_2_SYMMETRY_REFLECTED_LOWER
00116756,1,0.9087,0.7923,82.07,FALSE,data/masks/tier1_intact/00116756_leaf_0.png,0,16.49,24.74,TIER_1_INTACT_EXTRACTED
00116756,3,0.9143,0.7137,85.28,FALSE,data/masks/tier3_open_curves/00116756_curve_1.csv,1,3.0,33.38,TIER_3_OPEN_CURVE_EXTRACTED
00116756,2,0.8921,0.6597,22.02,TRUE,data/masks/tier2_reflected/00116756_reflected_2.png,2,56.65,6.32,TIER_2_SYMMETRY_REFLECTED_UPPER
00116756,2,0.894,0.5845,73.97,TRUE,data/masks/tier2_reflected/00116756_reflected_3.png,3,41.77,28.64,TIER_2_SYMMETRY_REFLECTED_UPPER
00116756,2,0.933,0.4812,-54.55,TRUE,data/masks/tier2_reflected/00116756_reflected_4.png,4,91.21,10.0,TIER_2_SYMMETRY_REFLECTED_UPPER
00116756,1,0.9395,0.7744,-83.04,FALSE,data/masks/tier1_intact/00116756_leaf_5.png,5,48.51,5.1,TIER_1_INTACT_EXTRACTED
00116756,2,0.8933,0.6485,-21.7,TRUE,data/masks/tier2_reflected/00116756_reflected_6.png,6,20.12,30.41,TIER_2_SYMMETRY_REFLECTED_LOWER
00116756,1,0.875,0.8013,-88.51,FALSE,data/masks/tier1_intact/00116756_leaf_7.png,7,6.08,39.2,TIER_1_INTACT_EXTRACTED
00116756,3,0.9246,0.6284,89.84,FALSE,data/masks/tier3_open_curves/00116756_curve_8.csv,8,1.0,7.0,TIER_3_OPEN_CURVE_EXTRACTED
00116756,1,0.9382,0.8436,-89.49,FALSE,data/masks/tier1_intact/00116756_leaf_9.png,9,51.09,6.0,TIER_1_INTACT_EXTRACTED
00116756,1,0.906,0.8735,-45.82,FALSE,data/masks/tier1_intact/00116756_leaf_10.png,10,34.06,3.61,TIER_1_INTACT_EXTRACTED
00116756,1,0.8858,0.7203,-62.93,FALSE,data/masks/tier1_intact/00116756_leaf_11.png,11,36.36,3.61,TIER_1_INTACT_EXTRACTED
00116756,1,0.9107,0.831,78.19,FALSE,data/masks/tier1_intact/00116756_leaf_12.png,12,7.28,41.48,TIER_1_INTACT_EXTRACTED
00116756,1,0.8685,0.8355,-36.69,FALSE,data/masks/tier1_intact/00116756_leaf_13.png,13,77.34,9.22,TIER_1_INTACT_EXTRACTED
00116756,1,0.9355,0.8011,83.38,FALSE,data/masks/tier1_intact/00116756_leaf_14.png,14,17.12,26.31,TIER_1_INTACT_EXTRACTED
00116756,1,0.9402,0.9171,81.8,FALSE,data/masks/tier1_intact/00116756_leaf_15.png,15,14.14,21.21,TIER_1_INTACT_EXTRACTED
00116756,1,0.9395,0.8187,82.4,FALSE,data/masks/tier1_intact/00116756_leaf_16.png,16,22.09,33.14,TIER_1_INTACT_EXTRACTED
00116756,2,0.9141,0.7032,35.17,TRUE,data/masks/tier2_reflected/00116756_reflected_17.png,17,13.89,38.95,TIER_2_SYMMETRY_REFLECTED_UPPER
00116756,2,0.8216,0.7212,2.44,TRUE,data/masks/tier2_reflected/00116756_reflected_18.png,18,8.0,22.02,TIER_2_SYMMETRY_REFLECTED_LOWER
00116764,2,0.9189,0.3177,-87.07,TRUE,data/masks/tier2_reflected/00116764_reflected_0.png,0,116.16,15.03,TIER_2_SYMMETRY_REFLECTED_UPPER
00116764,2,0.8789,0.7112,-82.5,TRUE,data/masks/tier2_reflected/00116764_reflected_1.png,1,127.57,14.04,TIER_2_SYMMETRY_REFLECTED_UPPER
00116764,1,0.904,0.7785,-86.74,FALSE,data/masks/tier1_intact/00116764_leaf_2.png,2,22.09,34.13,TIER_1_INTACT_EXTRACTED
00116764,2,0.809,0.6674,-80.15,TRUE,data/masks/tier2_reflected/00116764_reflected_3.png,3,24.33,58.69,TIER_2_SYMMETRY_REFLECTED_LOWER
00116764,2,0.8948,0.6307,-84.22,TRUE,data/masks/tier2_reflected/00116764_reflected_4.png,4,61.13,65.19,TIER_2_SYMMETRY_REFLECTED_LOWER
00116764,2,0.9207,0.5508,-88.92,TRUE,data/masks/tier2_reflected/00116764_reflected_5.png,5,159.0,21.0,TIER_2_SYMMETRY_REFLECTED_LOWER
00116764,2,0.877,0.6611,87.34,TRUE,data/masks/tier2_reflected/00116764_reflected_6.png,6,107.12,12.04,TIER_2_SYMMETRY_REFLECTED_LOWER
00116764,1,0.92,0.7376,85.74,FALSE,data/masks/tier1_intact/00116764_leaf_7.png,7,27.17,41.3,TIER_1_INTACT_EXTRACTED
00116764,1,0.933,0.815,85.77,FALSE,data/masks/tier1_intact/00116764_leaf_8.png,8,3.0,50.09,TIER_1_INTACT_EXTRACTED
00116764,1,0.8999,0.847,83.3,FALSE,data/masks/tier1_intact/00116764_leaf_9.png,9,5.0,40.05,TIER_1_INTACT_EXTRACTED
00116772,2,0.8554,0.4045,-59.4,TRUE,data/masks/tier2_reflected/00116772_reflected_0.png,0,129.38,13.89,TIER_2_SYMMETRY_REFLECTED_UPPER
00116772,2,0.9205,0.6756,-77.32,TRUE,data/masks/tier2_reflected/00116772_reflected_1.png,1,34.37,75.66,TIER_2_SYMMETRY_REFLECTED_LOWER
00116772,2,0.8986,0.5275,-65.27,TRUE,data/masks/tier2_reflected/00116772_reflected_2.png,2,44.72,67.98,TIER_2_SYMMETRY_REFLECTED_LOWER
00116772,1,0.8845,0.7348,-61.05,FALSE,data/masks/tier1_intact/00116772_leaf_3.png,3,1.41,36.88,TIER_1_INTACT_EXTRACTED
00116772,1,0.8746,0.8521,-43.52,FALSE,data/masks/tier1_intact/00116772_leaf_4.png,4,2.83,24.08,TIER_1_INTACT_EXTRACTED
00116772,1,0.9195,0.8053,-73.93,FALSE,data/masks/tier1_intact/00116772_leaf_5.png,5,17.72,86.33,TIER_1_INTACT_EXTRACTED
00116772,1,0.908,0.8301,-73.01,FALSE,data/masks/tier1_intact/00116772_leaf_6.png,6,57.72,6.08,TIER_1_INTACT_EXTRACTED
00116772,2,0.7625,0.6093,-38.58,TRUE,data/masks/tier2_reflected/00116772_reflected_7.png,7,52.35,34.66,TIER_2_SYMMETRY_REFLECTED_LOWER
00116772,1,0.8586,0.7777,-73.74,FALSE,data/masks/tier1_intact/00116772_leaf_8.png,8,14.32,56.36,TIER_1_INTACT_EXTRACTED
00116772,1,0.8582,0.9033,-19.3,FALSE,data/masks/tier1_intact/00116772_leaf_9.png,9,9.85,86.01,TIER_1_INTACT_EXTRACTED
00116772,1,0.8919,0.8315,-63.77,FALSE,data/masks/tier1_intact/00116772_leaf_10.png,10,6.71,74.85,TIER_1_INTACT_EXTRACTED
00116772,1,0.9214,0.8973,75.25,FALSE,data/masks/tier1_intact/00116772_leaf_11.png,11,62.82,7.28,TIER_1_INTACT_EXTRACTED
00116772,2,0.8917,0.5814,-59.94,TRUE,data/masks/tier2_reflected/00116772_reflected_12.png,12,41.68,61.4,TIER_2_SYMMETRY_REFLECTED_UPPER
00116772,2,0.7319,0.3274,-77.95,TRUE,data/masks/tier2_reflected/00116772_reflected_13.png,13,98.49,10.44,TIER_2_SYMMETRY_REFLECTED_LOWER
00116772,2,0.8646,0.556,-61.39,TRUE,data/masks/tier2_reflected/00116772_reflected_14.png,14,43.66,5.39,TIER_2_SYMMETRY_REFLECTED_LOWER
00116772,1,0.9195,0.7575,-55.06,FALSE,data/masks/tier1_intact/00116772_leaf_15.png,15,50.48,76.01,TIER_1_INTACT_EXTRACTED
00116772,2,0.8071,0.6556,-64.0,TRUE,data/masks/tier2_reflected/00116772_reflected_16.png,16,73.43,8.06,TIER_2_SYMMETRY_REFLECTED_LOWER
00116772,1,0.9052,0.8603,-51.0,FALSE,data/masks/tier1_intact/00116772_leaf_17.png,17,4.24,32.56,TIER_1_INTACT_EXTRACTED
00116772,2,0.7163,0.6591,-65.54,TRUE,data/masks/tier2_reflected/00116772_reflected_18.png,18,58.18,13.42,TIER_2_SYMMETRY_REFLECTED_LOWER
00116772,1,0.8936,0.7292,-48.32,FALSE,data/masks/tier1_intact/00116772_leaf_19.png,19,3.61,32.2,TIER_1_INTACT_EXTRACTED
00116780,2,0.7925,0.6566,69.98,TRUE,data/masks/tier2_reflected/00116780_reflected_0.png,0,29.55,44.28,TIER_2_SYMMETRY_REFLECTED_UPPER
00116780,3,0.9456,0.4769,89.19,FALSE,data/masks/tier3_open_curves/00116780_curve_1.csv,1,10.0,129.02,TIER_3_OPEN_CURVE_EXTRACTED
00116780,2,0.7783,0.7105,-52.97,TRUE,data/masks/tier2_reflected/00116780_reflected_2.png,2,7.21,38.08,TIER_2_SYMMETRY_REFLECTED_LOWER
00116780,3,0.9119,0.4639,42.42,FALSE,data/masks/tier3_open_curves/00116780_curve_3.csv,3,10.0,19.85,TIER_3_OPEN_CURVE_EXTRACTED
00116780,2,0.6591,0.506,-26.02,TRUE,data/masks/tier2_reflected/00116780_reflected_4.png,4,88.39,9.85,TIER_2_SYMMETRY_REFLECTED_LOWER
00116780,2,0.8202,0.2524,19.96,TRUE,data/masks/tier2_reflected/00116780_reflected_5.png,5,169.5,18.97,TIER_2_SYMMETRY_REFLECTED_UPPER
00116780,2,0.8766,0.3466,-86.16,TRUE,data/masks/tier2_reflected/00116780_reflected_6.png,6,82.15,17.03,TIER_2_SYMMETRY_REFLECTED_LOWER
00116780,1,0.947,0.7759,89.69,FALSE,data/masks/tier1_intact/00116780_leaf_7.png,7,9.0,179.0,TIER_1_INTACT_EXTRACTED
00116780,2,0.8333,0.6961,-48.99,TRUE,data/masks/tier2_reflected/00116780_reflected_8.png,8,58.83,7.21,TIER_2_SYMMETRY_REFLECTED_UPPER
00116780,3,0.963,0.6241,87.93,FALSE,data/masks/tier3_open_curves/00116780_curve_9.csv,9,5.0,89.05,TIER_3_OPEN_CURVE_EXTRACTED
00116780,2,0.8808,0.7178,82.67,TRUE,data/masks/tier2_reflected/00116780_reflected_10.png,10,24.02,37.01,TIER_2_SYMMETRY_REFLECTED_LOWER
00116780,1,0.9346,0.7966,-76.05,FALSE,data/masks/tier1_intact/00116780_leaf_11.png,11,70.83,170.52,TIER_1_INTACT_EXTRACTED
00116780,2,0.8621,0.5673,-76.7,TRUE,data/masks/tier2_reflected/00116780_reflected_12.png,12,40.45,4.12,TIER_2_SYMMETRY_REFLECTED_UPPER
00116780,2,0.8285,0.7437,77.2,TRUE,data/masks/tier2_reflected/00116780_reflected_13.png,13,5.1,56.89,TIER_2_SYMMETRY_REFLECTED_UPPER
00116780,1,0.9115,0.8746,-76.32,FALSE,data/masks/tier1_intact/00116780_leaf_14.png,14,13.6,51.92,TIER_1_INTACT_EXTRACTED
00116780,2,0.9189,0.3594,54.01,TRUE,data/masks/tier2_reflected/00116780_reflected_15.png,15,94.63,33.02,TIER_2_SYMMETRY_REFLECTED_LOWER
00116780,2,0.8356,0.5144,-29.72,TRUE,data/masks/tier2_reflected/00116780_reflected_16.png,16,40.31,4.24,TIER_2_SYMMETRY_REFLECTED_LOWER
00116780,2,0.9716,0.7136,89.35,TRUE,data/masks/tier2_reflected/00116780_reflected_17.png,17,243.07,27.02,TIER_2_SYMMETRY_REFLECTED_UPPER
00116780,2,0.8398,0.645,-11.4,TRUE,data/masks/tier2_reflected/00116780_reflected_18.png,18,70.84,7.62,TIER_2_SYMMETRY_REFLECTED_LOWER
00116780,2,0.8396,0.8,-88.97,TRUE,data/masks/tier2_reflected/00116780_reflected_19.png,19,4.0,46.27,TIER_2_SYMMETRY_REFLECTED_UPPER
00116780,2,0.8452,0.7046,-79.23,TRUE,data/masks/tier2_reflected/00116780_reflected_20.png,20,70.83,8.25,TIER_2_SYMMETRY_REFLECTED_LOWER
00116780,2,0.7368,0.4453,-74.7,TRUE,data/masks/tier2_reflected/00116780_reflected_21.png,21,99.5,11.05,TIER_2_SYMMETRY_REFLECTED_UPPER
00116780,2,0.8055,0.7353,-66.12,TRUE,data/masks/tier2_reflected/00116780_reflected_22.png,22,35.11,4.12,TIER_2_SYMMETRY_REFLECTED_LOWER
00116780,2,0.7798,0.6691,-58.5,TRUE,data/masks/tier2_reflected/00116780_reflected_23.png,23,70.01,7.62,TIER_2_SYMMETRY_REFLECTED_LOWER
00116780,2,0.783,0.7693,35.04,TRUE,data/masks/tier2_reflected/00116780_reflected_24.png,24,2.83,41.34,TIER_2_SYMMETRY_REFLECTED_UPPER
00116780,2,0.8058,0.6565,-75.87,TRUE,data/masks/tier2_reflected/00116780_reflected_25.png,25,60.42,7.07,TIER_2_SYMMETRY_REFLECTED_UPPER
00116780,2,0.6646,0.4884,68.02,TRUE,data/masks/tier2_reflected/00116780_reflected_26.png,26,90.67,10.05,TIER_2_SYMMETRY_REFLECTED_LOWER
00116780,2,0.8052,0.5959,84.6,TRUE,data/masks/tier2_reflected/00116780_reflected_27.png,27,39.05,4.0,TIER_2_SYMMETRY_REFLECTED_UPPER
00116780,1,0.9343,0.9432,-36.53,FALSE,data/masks/tier1_intact/00116780_leaf_28.png,28,10.82,93.6,TIER_1_INTACT_EXTRACTED
00116780,1,0.9101,0.7788,-73.24,FALSE,data/masks/tier1_intact/00116780_leaf_29.png,29,5.1,104.05,TIER_1_INTACT_EXTRACTED
00116780,2,0.7775,0.5893,-61.73,TRUE,data/masks/tier2_reflected/00116780_reflected_30.png,30,57.78,6.71,TIER_2_SYMMETRY_REFLECTED_UPPER
00116780,2,0.7552,0.6559,73.16,TRUE,data/masks/tier2_reflected/00116780_reflected_31.png,31,82.28,9.49,TIER_2_SYMMETRY_REFLECTED_LOWER
00116780,3,0.9617,0.6667,89.83,FALSE,data/masks/tier3_open_curves/00116780_curve_32.csv,32,3.0,83.0,TIER_3_OPEN_CURVE_EXTRACTED
00116780,2,0.7934,0.779,-84.98,TRUE,data/masks/tier2_reflected/00116780_reflected_33.png,33,9.06,83.6,TIER_2_SYMMETRY_REFLECTED_LOWER
00116780,2,0.7214,0.8329,61.8,TRUE,data/masks/tier2_reflected/00116780_reflected_34.png,34,5.39,101.08,TIER_2_SYMMETRY_REFLECTED_UPPER
00116780,3,0.8513,0.4906,-83.57,FALSE,data/masks/tier3_open_curves/00116780_curve_35.csv,35,7.0,6.08,TIER_3_OPEN_CURVE_EXTRACTED
00116780,2,0.8681,0.3063,-84.72,TRUE,data/masks/tier2_reflected/00116780_reflected_36.png,36,53.46,20.22,TIER_2_SYMMETRY_REFLECTED_LOWER
00116780,3,0.9244,0.5856,89.31,FALSE,data/masks/tier3_open_curves/00116780_curve_37.csv,37,4.0,10.0,TIER_3_OPEN_CURVE_EXTRACTED
00116780,1,0.8667,0.7493,-77.08,FALSE,data/masks/tier1_intact/00116780_leaf_38.png,38,16.49,56.52,TIER_1_INTACT_EXTRACTED
00116780,2,0.8691,0.6916,-87.56,TRUE,data/masks/tier2_reflected/00116780_reflected_39.png,39,6.08,64.38,TIER_2_SYMMETRY_REFLECTED_UPPER
00116780,2,0.6753,0.4706,74.8,TRUE,data/masks/tier2_reflected/00116780_reflected_40.png,40,49.5,5.1,TIER_2_SYMMETRY_REFLECTED_LOWER
00116780,2,0.7821,0.5807,76.17,TRUE,data/masks/tier2_reflected/00116780_reflected_41.png,41,13.15,94.89,TIER_2_SYMMETRY_REFLECTED_UPPER
00116780,2,0.793,0.4904,74.37,TRUE,data/masks/tier2_reflected/00116780_reflected_42.png,42,117.83,13.15,TIER_2_SYMMETRY_REFLECTED_LOWER
00116780,2,0.6491,0.5223,-71.1,TRUE,data/masks/tier2_reflected/00116780_reflected_43.png,43,78.92,9.06,TIER_2_SYMMETRY_REFLECTED_UPPER
00116780,1,0.9022,0.7361,87.09,FALSE,data/masks/tier1_intact/00116780_leaf_44.png,44,55.15,8.06,TIER_1_INTACT_EXTRACTED
00116780,2,0.6485,0.2975,86.41,TRUE,data/masks/tier2_reflected/00116780_reflected_45.png,45,44.28,34.23,TIER_2_SYMMETRY_REFLECTED_LOWER
00116780,2,0.8095,0.6232,74.56,TRUE,data/masks/tier2_reflected/00116780_reflected_46.png,46,53.76,6.32,TIER_2_SYMMETRY_REFLECTED_UPPER
00116780,2,0.7927,0.7431,76.27,TRUE,data/masks/tier2_reflected/00116780_reflected_47.png,47,9.22,32.98,TIER_2_SYMMETRY_REFLECTED_UPPER
00116814,2,0.74,0.5045,-69.98,TRUE,data/masks/tier2_reflected/00116814_reflected_0.png,0,91.55,9.85,TIER_2_SYMMETRY_REFLECTED_LOWER
00116814,2,0.7311,0.4973,-64.82,TRUE,data/masks/tier2_reflected/00116814_reflected_1.png,1,49.34,52.5,TIER_2_SYMMETRY_REFLECTED_UPPER
00116814,1,0.9186,0.9059,-49.03,FALSE,data/masks/tier1_intact/00116814_leaf_2.png,2,62.29,7.07,TIER_1_INTACT_EXTRACTED
00116814,2,0.7961,0.752,-39.95,TRUE,data/masks/tier2_reflected/00116814_reflected_3.png,3,22.67,33.3,TIER_2_SYMMETRY_REFLECTED_LOWER
00116814,2,0.808,0.5414,-75.36,TRUE,data/masks/tier2_reflected/00116814_reflected_4.png,4,36.22,55.33,TIER_2_SYMMETRY_REFLECTED_LOWER
00116814,1,0.8842,0.8272,-56.2,FALSE,data/masks/tier1_intact/00116814_leaf_5.png,5,50.48,76.55,TIER_1_INTACT_EXTRACTED
00116814,1,0.85,0.8395,-65.48,FALSE,data/masks/tier1_intact/00116814_leaf_6.png,6,147.18,16.12,TIER_1_INTACT_EXTRACTED
00116814,2,0.8143,0.7011,-64.09,TRUE,data/masks/tier2_reflected/00116814_reflected_7.png,7,31.38,172.04,TIER_2_SYMMETRY_REFLECTED_LOWER
00116814,2,0.6892,0.5922,-69.44,TRUE,data/masks/tier2_reflected/00116814_reflected_8.png,8,142.64,15.81,TIER_2_SYMMETRY_REFLECTED_LOWER
00116814,2,0.6901,0.6223,84.26,TRUE,data/masks/tier2_reflected/00116814_reflected_9.png,9,247.34,27.07,TIER_2_SYMMETRY_REFLECTED_LOWER
00116814,2,0.7863,0.7498,-60.5,TRUE,data/masks/tier2_reflected/00116814_reflected_10.png,10,4.47,59.08,TIER_2_SYMMETRY_REFLECTED_UPPER
00116814,2,0.8216,0.6699,-66.69,TRUE,data/masks/tier2_reflected/00116814_reflected_11.png,11,40.85,4.47,TIER_2_SYMMETRY_REFLECTED_LOWER
00116814,2,0.8215,0.6806,-78.93,TRUE,data/masks/tier2_reflected/00116814_reflected_12.png,12,43.17,5.1,TIER_2_SYMMETRY_REFLECTED_LOWER
00116814,2,0.8059,0.7252,-35.24,TRUE,data/masks/tier2_reflected/00116814_reflected_13.png,13,64.5,7.21,TIER_2_SYMMETRY_REFLECTED_UPPER
00116814,2,0.6775,0.3909,79.42,TRUE,data/masks/tier2_reflected/00116814_reflected_14.png,14,53.85,6.32,TIER_2_SYMMETRY_REFLECTED_LOWER
00116814,2,0.7729,0.6911,75.65,TRUE,data/masks/tier2_reflected/00116814_reflected_15.png,15,110.02,12.17,TIER_2_SYMMETRY_REFLECTED_UPPER
00116814,2,0.8239,0.7125,-45.8,TRUE,data/masks/tier2_reflected/00116814_reflected_16.png,16,34.06,4.24,TIER_2_SYMMETRY_REFLECTED_LOWER
00116814,3,0.7843,0.6556,-66.32,FALSE,data/masks/tier3_open_curves/00116814_curve_17.csv,17,8.0,22.83,TIER_3_OPEN_CURVE_EXTRACTED
00116814,1,0.899,0.8082,-70.19,FALSE,data/masks/tier1_intact/00116814_leaf_18.png,18,17.09,25.08,TIER_1_INTACT_EXTRACTED
00116814,2,0.7722,0.6975,-73.89,TRUE,data/masks/tier2_reflected/00116814_reflected_19.png,19,56.52,6.08,TIER_2_SYMMETRY_REFLECTED_UPPER
00116814,3,0.8257,0.729,-35.54,FALSE,data/masks/tier3_open_curves/00116814_curve_20.csv,20,6.0,10.63,TIER_3_OPEN_CURVE_EXTRACTED
00116814,2,0.7672,0.775,89.09,TRUE,data/masks/tier2_reflected/00116814_reflected_21.png,21,68.59,9.06,TIER_2_SYMMETRY_REFLECTED_UPPER
00116814,2,0.7279,0.6719,-38.11,TRUE,data/masks/tier2_reflected/00116814_reflected_22.png,22,49.65,5.83,TIER_2_SYMMETRY_REFLECTED_UPPER
00116814,2,0.7638,0.6955,-69.92,TRUE,data/masks/tier2_reflected/00116814_reflected_23.png,23,43.66,5.39,TIER_2_SYMMETRY_REFLECTED_LOWER
00116814,2,0.8819,0.4186,87.11,TRUE,data/masks/tier2_reflected/00116814_reflected_24.png,24,217.04,24.0,TIER_2_SYMMETRY_REFLECTED_UPPER
00116814,2,0.9095,0.5959,-62.09,TRUE,data/masks/tier2_reflected/00116814_reflected_25.png,25,50.99,76.49,TIER_2_SYMMETRY_REFLECTED_LOWER
00116814,3,0.7461,0.6524,-45.39,FALSE,data/masks/tier3_open_curves/00116814_curve_26.csv,26,14.0,290.15,TIER_3_OPEN_CURVE_EXTRACTED
00116814,2,0.8479,0.3884,-82.28,TRUE,data/masks/tier2_reflected/00116814_reflected_27.png,27,147.14,16.28,TIER_2_SYMMETRY_REFLECTED_UPPER
00116814,1,0.9332,0.8392,-77.06,FALSE,data/masks/tier1_intact/00116814_leaf_28.png,28,15.52,23.54,TIER_1_INTACT_EXTRACTED
00116814,1,0.9329,0.841,85.69,FALSE,data/masks/tier1_intact/00116814_leaf_29.png,29,69.72,8.06,TIER_1_INTACT_EXTRACTED
00116814,2,0.852,0.1759,-86.66,TRUE,data/masks/tier2_reflected/00116814_reflected_30.png,30,133.09,69.07,TIER_2_SYMMETRY_REFLECTED_UPPER
00116814,2,0.8402,0.7774,-88.02,TRUE,data/masks/tier2_reflected/00116814_reflected_31.png,31,148.01,16.0,TIER_2_SYMMETRY_REFLECTED_LOWER
00116814,2,0.6088,0.4345,-63.3,TRUE,data/masks/tier2_reflected/00116814_reflected_32.png,32,189.9,20.59,TIER_2_SYMMETRY_REFLECTED_LOWER
00116814,1,0.887,0.8266,-59.54,FALSE,data/masks/tier1_intact/00116814_leaf_33.png,33,8.06,119.2,TIER_1_INTACT_EXTRACTED
00116814,1,0.865,0.7559,82.73,FALSE,data/masks/tier1_intact/00116814_leaf_34.png,34,14.04,59.14,TIER_1_INTACT_EXTRACTED
00116814,1,0.8899,0.7469,-72.31,FALSE,data/masks/tier1_intact/00116814_leaf_35.png,35,44.01,5.39,TIER_1_INTACT_EXTRACTED
00116814,1,0.9166,0.8423,88.15,FALSE,data/masks/tier1_intact/00116814_leaf_36.png,36,37.01,4.0,TIER_1_INTACT_EXTRACTED
00116814,1,0.9402,0.787,-40.55,FALSE,data/masks/tier1_intact/00116814_leaf_37.png,37,43.14,76.38,TIER_1_INTACT_EXTRACTED
00116814,2,0.7681,0.7811,-73.5,TRUE,data/masks/tier2_reflected/00116814_reflected_38.png,38,163.62,18.03,TIER_2_SYMMETRY_REFLECTED_LOWER
00116814,2,0.7734,0.6662,-76.59,TRUE,data/masks/tier2_reflected/00116814_reflected_39.png,39,146.32,16.28,TIER_2_SYMMETRY_REFLECTED_LOWER
00116814,2,0.8198,0.7796,-58.41,TRUE,data/masks/tier2_reflected/00116814_reflected_40.png,40,75.13,8.94,TIER_2_SYMMETRY_REFLECTED_UPPER
00116814,2,0.6459,0.4519,84.34,TRUE,data/masks/tier2_reflected/00116814_reflected_41.png,41,164.15,18.03,TIER_2_SYMMETRY_REFLECTED_LOWER
00116814,2,0.8063,0.764,38.04,TRUE,data/masks/tier2_reflected/00116814_reflected_42.png,42,42.72,4.47,TIER_2_SYMMETRY_REFLECTED_UPPER
00116814,3,0.6155,0.5221,-30.4,FALSE,data/masks/tier3_open_curves/00116814_curve_43.csv,43,35.0,109.66,TIER_3_OPEN_CURVE_EXTRACTED
00116814,2,0.8153,0.4156,-79.3,TRUE,data/masks/tier2_reflected/00116814_reflected_44.png,44,55.15,6.0,TIER_2_SYMMETRY_REFLECTED_UPPER
00116814,2,0.7752,0.6287,87.21,TRUE,data/masks/tier2_reflected/00116814_reflected_45.png,45,179.18,20.02,TIER_2_SYMMETRY_REFLECTED_UPPER
00116814,2,0.7884,0.3413,-29.69,TRUE,data/masks/tier2_reflected/00116814_reflected_46.png,46,31.3,19.24,TIER_2_SYMMETRY_REFLECTED_LOWER
00116814,2,0.7365,0.6674,-61.43,TRUE,data/masks/tier2_reflected/00116814_reflected_47.png,47,40.82,77.52,TIER_2_SYMMETRY_REFLECTED_LOWER
00116814,1,0.9332,0.8512,84.82,FALSE,data/masks/tier1_intact/00116814_leaf_48.png,48,20.0,30.02,TIER_1_INTACT_EXTRACTED
00116814,1,0.9404,0.8556,89.91,FALSE,data/masks/tier1_intact/00116814_leaf_49.png,49,16.03,63.03,TIER_1_INTACT_EXTRACTED
