catalogNumber,institutionCode,species_raw,determiner_raw,determiner_tier,type_status,latitude,longitude,coordinateUncertainty,doy,pheno_sin,pheno_cos,regional_group,image_path
ODU00011120,ODU,Packera tomentosa C.Jeffrey,Carl Anderson Jr.,Tier_3_Bronze,None,36.513753,-76.165718,477.0,109,0.954067,-0.299595,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011120.jpg
23842,WILLI,Packera tomentosa C.Jeffrey,"Trock, Debra",Tier_1_Gold,None,37.168291,-76.698585,1686.0,103,0.979857,-0.199702,Coastal_Plain_Sandhills,data/raw_vouchers/23842.jpg
NCU00384965,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,38.13602,-75.487308,2161.0,124,0.846029,-0.533137,Appalachian_Highlands,data/raw_vouchers/NCU00384965.jpg
ODU00011126,ODU,Packera tomentosa C.Jeffrey,Donna M.E. Ware,Tier_3_Bronze,None,37.16494,-76.702456,599.0,143,0.630072,-0.776537,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011126.jpg
23847,WILLI,Packera tomentosa C.Jeffrey,"Trock, Debra",Tier_1_Gold,None,37.168291,-76.698585,1686.0,143,0.630072,-0.776537,Coastal_Plain_Sandhills,data/raw_vouchers/23847.jpg
NCU00377928,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,34.804987,-82.694699,200.0,86,0.995827,0.091261,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377928.jpg
NCU00385171,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,31.855942,-82.817535,300.0,87,0.99725,0.074117,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385171.jpg
CLEMS0035133,CLEMS,Packera tomentosa C.Jeffrey,"Trock, D.",Tier_1_Gold,None,34.804987,-82.694699,200.0,86,0.995827,0.091261,Piedmont_Granite_Flatrocks,data/raw_vouchers/CLEMS0035133.jpg
UCA003602,UCAC,Packera tomentosa C.Jeffrey,Brent Baker,Tier_3_Bronze,None,34.730942,-92.391818,659.0,88,0.998377,0.056952,Interior_Prairie_Midwest,data/raw_vouchers/UCA003602.jpg
NCU00377925,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,34.668968,-80.527318,893.0,104,0.976277,-0.216527,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377925.jpg
NCU00377921,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,34.669358,-80.541686,2482.0,104,0.976277,-0.216527,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377921.jpg
NCU00377926,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,34.669358,-80.541686,2482.0,104,0.976277,-0.216527,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377926.jpg
NCU00385176,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,37.090293,-76.37316,170.0,107,0.963807,-0.266599,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385176.jpg
NCU00385178,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,36.620737,-76.524885,500.0,105,0.972408,-0.233289,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385178.jpg
ODU00011123,ODU,Packera tomentosa C.Jeffrey,Travis Poulsen,Tier_3_Bronze,None,37.090293,-76.37316,170.0,107,0.963807,-0.266599,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011123.jpg
ODU00011119,ODU,Packera tomentosa C.Jeffrey,Donna M.E. Ware,Tier_3_Bronze,None,36.620737,-76.524885,500.0,105,0.972408,-0.233289,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011119.jpg
UCA003601,UCAC,Packera tomentosa C.Jeffrey,Brent Baker,Tier_3_Bronze,None,34.733373,-92.391804,63.0,107,0.963807,-0.266599,Interior_Prairie_Midwest,data/raw_vouchers/UCA003601.jpg
BALT0036096,BALT,Packera tomentosa C.Jeffrey,Travis Poulsen,Tier_3_Bronze,None,34.441198,-97.134233,969.0,97,0.995218,-0.097683,Interior_Prairie_Midwest,data/raw_vouchers/BALT0036096.jpg
13828,WILLI,Packera tomentosa C.Jeffrey,"Trock, Debra",Tier_1_Gold,None,37.090293,-76.37316,170.0,107,0.963807,-0.266599,Coastal_Plain_Sandhills,data/raw_vouchers/13828.jpg
15729,WILLI,Packera tomentosa C.Jeffrey,"Trock, Debra",Tier_1_Gold,None,36.620498,-76.519903,240.0,105,0.972408,-0.233289,Coastal_Plain_Sandhills,data/raw_vouchers/15729.jpg
NCU00385167,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,32.986674,-82.4374,1486.0,82,0.987196,0.159513,Appalachian_Highlands,data/raw_vouchers/NCU00385167.jpg
NCU00027973,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,33.805812,-83.164,300.0,107,0.963807,-0.266599,Appalachian_Highlands,data/raw_vouchers/NCU00027973.jpg
10796,WILLI,Packera tomentosa C.Jeffrey,"Trock, Debra",Tier_1_Gold,None,37.182436,-76.543928,2728.0,115,0.918121,-0.396299,Coastal_Plain_Sandhills,data/raw_vouchers/10796.jpg
NCU00385191,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,33.146508,-85.621623,3000.0,132,0.764891,-0.644159,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00385191.jpg
ODU00011116,ODU,Packera tomentosa C.Jeffrey,Del R. Bratton,Tier_3_Bronze,None,36.659321,-75.911417,3596.0,107,0.963807,-0.266599,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011116.jpg
ODU00011122,ODU,Packera tomentosa C.Jeffrey,Susan B. Waters,Tier_3_Bronze,None,36.677922,-76.52853,4352.0,129,0.797102,-0.603845,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011122.jpg
UARK012528,UARK,Packera tomentosa C.Jeffrey,E. B. Smith,Tier_3_Bronze,None,34.653801,-91.413254,281.0,77,0.969843,0.24373,Interior_Prairie_Midwest,data/raw_vouchers/UARK012528.jpg
NCU00385175,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,37.347096,-76.919565,301.0,119,0.888701,-0.458487,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385175.jpg
NCU00385198,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,32.327955,-92.424357,969.0,93,0.999579,-0.029025,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385198.jpg
ODU00011148,ODU,Packera tomentosa C.Jeffrey,D.M.E. Ware,Tier_3_Bronze,None,37.342115,-76.921539,561.0,119,0.888701,-0.458487,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011148.jpg
ODU00011154,ODU,Packera tomentosa C.Jeffrey,D. Caldwell,Tier_3_Bronze,None,36.758663,-76.134494,390.0,108,0.959079,-0.283139,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011154.jpg
6219,WILLI,Packera tomentosa C.Jeffrey,"Trock, Debra",Tier_1_Gold,None,37.345817,-76.919919,151.0,119,0.888701,-0.458487,Coastal_Plain_Sandhills,data/raw_vouchers/6219.jpg
NCU00385181,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,37.203481,-76.758848,2170.0,131,0.775859,-0.630907,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385181.jpg
ODU00011127,ODU,Packera tomentosa C.Jeffrey,Lynn Ellen Loetterle,Tier_3_Bronze,None,37.203481,-76.758848,2170.0,131,0.775859,-0.630907,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011127.jpg
10869,WILLI,Packera tomentosa C.Jeffrey,"Trock, Debra",Tier_1_Gold,None,37.211535,-76.780456,182.0,131,0.775859,-0.630907,Coastal_Plain_Sandhills,data/raw_vouchers/10869.jpg
NCU00097020,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,31.455506,-92.972379,969.0,69,0.927238,0.374474,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00097020.jpg
15432,WILLI,Packera tomentosa C.Jeffrey,"Trock, Debra",Tier_1_Gold,None,31.00796,-85.2116,3036.0,83,0.989794,0.142508,Interior_Prairie_Midwest,data/raw_vouchers/15432.jpg
NCU00385146,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,34.2284,-92.090932,3000.0,109,0.954067,-0.299595,Interior_Prairie_Midwest,data/raw_vouchers/NCU00385146.jpg
NCU00385199,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,30.332701,-92.935372,300.0,102,0.983147,-0.182817,Interior_Prairie_Midwest,data/raw_vouchers/NCU00385199.jpg
NCU00385143,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,33.916769,-92.848221,3000.0,102,0.983147,-0.182817,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385143.jpg
CLEMS0035127,CLEMS,Packera tomentosa C.Jeffrey,"Trock, D.",Tier_1_Gold,None,34.802398,-82.692359,197.0,103,0.979857,-0.199702,Piedmont_Granite_Flatrocks,data/raw_vouchers/CLEMS0035127.jpg
ODU00011157,ODU,Packera tomentosa C.Jeffrey,Barefield,Tier_3_Bronze,None,36.661176,-76.810277,965.0,116,0.911169,-0.412034,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011157.jpg
ODU00011117,ODU,Packera tomentosa C.Jeffrey,M.P. Alans,Tier_3_Bronze,None,36.69161,-77.350528,1476.0,116,0.911169,-0.412034,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011117.jpg
BRIT693721,BRIT,Packera tomentosa C.Jeffrey,BRIT,Tier_2_Silver,None,34.892346,-102.130759,4903.0,100,0.988854,-0.14889,Interior_Prairie_Midwest,data/raw_vouchers/BRIT693721.jpg
BAYLU034245,BAYLU,Packera tomentosa C.Jeffrey,D.K. Trock,Tier_1_Gold,None,34.671224,-80.554016,4536.0,109,0.954067,-0.299595,Piedmont_Granite_Flatrocks,data/raw_vouchers/BAYLU034245.jpg
GA269877,GA,Packera tomentosa C.Jeffrey,D.K. Trock,Tier_1_Gold,None,34.671224,-80.554016,4536.0,109,0.954067,-0.299595,Piedmont_Granite_Flatrocks,data/raw_vouchers/GA269877.jpg
NCU00385184,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,36.914793,-76.241507,301.0,127,0.817401,-0.576069,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385184.jpg
NCU00385179,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,37.142649,-77.493461,3000.0,124,0.846029,-0.533137,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385179.jpg
BRIT693722,BRIT,Packera tomentosa C.Jeffrey,BRIT,Tier_2_Silver,None,33.156103,-101.378194,1000.0,173,0.164818,-0.986324,Interior_Prairie_Midwest,data/raw_vouchers/BRIT693722.jpg
NCU00384963,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,32.624986,-93.252894,1000.0,102,0.983147,-0.182817,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00384963.jpg
NCU00385196,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,32.272422,-93.177082,1134.0,103,0.979857,-0.199702,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385196.jpg
NCU00385142,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,35.672366,-91.896408,300.0,106,0.968251,-0.249981,Interior_Prairie_Midwest,data/raw_vouchers/NCU00385142.jpg
NCU00385149,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,34.780926,-91.580965,3000.0,92,0.99993,-0.011826,Interior_Prairie_Midwest,data/raw_vouchers/NCU00385149.jpg
NCU00385150,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,34.780926,-91.580965,3000.0,107,0.963807,-0.266599,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385150.jpg
ODU00011125,ODU,Packera tomentosa C.Jeffrey,NA,Tier_3_Bronze,None,36.765901,-76.158101,1739.0,105,0.972408,-0.233289,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011125.jpg
NCU00385173,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,31.825644,-83.931968,903.0,76,0.965507,0.260376,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385173.jpg
NCU00384964,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,32.109606,-92.680438,1096.0,90,0.999745,0.022576,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00384964.jpg
NCU00385144,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,35.091502,-92.415852,300.0,84,0.992099,0.125461,Interior_Prairie_Midwest,data/raw_vouchers/NCU00385144.jpg
BAYLU034320,BAYLU,Packera tomentosa C.Jeffrey,D.K. Trock,Tier_1_Gold,None,34.427461,-97.147391,837.0,84,0.992099,0.125461,Interior_Prairie_Midwest,data/raw_vouchers/BAYLU034320.jpg
NCU00377793,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,35.611382,-77.373136,3000.0,108,0.959079,-0.283139,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00377793.jpg
NCU00385145,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,34.316204,-93.170734,3036.0,98,0.99339,-0.114788,Interior_Prairie_Midwest,data/raw_vouchers/NCU00385145.jpg
NCU00385193,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,33.146508,-85.621623,3036.0,106,0.968251,-0.249981,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00385193.jpg
NCU00385154,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,34.332036,-92.913228,3000.0,105,0.972408,-0.233289,Interior_Prairie_Midwest,data/raw_vouchers/NCU00385154.jpg
WCUH0005815,WCUH,Packera tomentosa C.Jeffrey,"Helms, Mary C.",Tier_3_Bronze,None,35.611382,-77.373136,3000.0,108,0.959079,-0.283139,Coastal_Plain_Sandhills,data/raw_vouchers/WCUH0005815.jpg
USMS_000007762,USMS,Packera tomentosa C.Jeffrey,"Davis, Robert",Tier_3_Bronze,None,35.699326,-77.513026,729.0,108,0.959079,-0.283139,Coastal_Plain_Sandhills,data/raw_vouchers/USMS_000007762.jpg
NCU00385152,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,34.989535,-93.297404,3000.0,106,0.968251,-0.249981,Interior_Prairie_Midwest,data/raw_vouchers/NCU00385152.jpg
NCU00385189,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,36.775062,-76.160902,309.0,113,0.93121,-0.364483,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385189.jpg
NCU00385153,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,34.989535,-93.297404,3000.0,106,0.968251,-0.249981,Interior_Prairie_Midwest,data/raw_vouchers/NCU00385153.jpg
NCU00385185,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,36.768962,-76.159034,905.0,113,0.93121,-0.364483,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385185.jpg
ODU00011153,ODU,Packera tomentosa C.Jeffrey,J. Mc Laughlin,Tier_3_Bronze,None,36.775595,-76.159657,309.0,113,0.93121,-0.364483,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011153.jpg
ODU00011112,ODU,Packera tomentosa C.Jeffrey,C. Kimsey,Tier_3_Bronze,None,36.90605,-76.197645,886.0,110,0.948772,-0.315962,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011112.jpg
ODU00011156,ODU,Packera tomentosa C.Jeffrey,C. Kimsey,Tier_3_Bronze,None,36.805356,-76.349082,364.0,127,0.817401,-0.576069,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011156.jpg
ODU00011155,ODU,Packera tomentosa C.Jeffrey,Sarah Dickey,Tier_3_Bronze,None,36.456821,-76.108542,871.0,123,0.855075,-0.518505,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011155.jpg
LL00007228,TEX,Packera tomentosa C.Jeffrey,"Turner, Billie Lee",Tier_2_Silver,None,31.042092,-94.326698,1600.0,58,0.840248,0.542202,Interior_Prairie_Midwest,data/raw_vouchers/LL00007228.jpg
NCU00130072,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,35.380644,-90.726209,969.0,115,0.918121,-0.396299,Interior_Prairie_Midwest,data/raw_vouchers/NCU00130072.jpg
NCU00377774,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,36.28016,-75.892696,301.0,100,0.988854,-0.14889,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00377774.jpg
NCU00385172,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,33.794836,-83.713229,3000.0,117,0.903946,-0.427646,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00385172.jpg
NCU00384960,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,31.402676,-92.86821,3000.0,94,0.998932,-0.046215,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00384960.jpg
ODU00011150,ODU,Packera tomentosa C.Jeffrey,J.R. Wells,Tier_3_Bronze,None,36.590907,-76.38197,3348.0,114,0.924803,-0.380447,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011150.jpg
MARY1052500,MARY,Packera tomentosa C.Jeffrey,E. A. Higgins,Tier_3_Bronze,None,38.123452,-75.194911,602.0,112,0.937342,-0.348411,Coastal_Plain_Sandhills,data/raw_vouchers/MARY1052500.jpg
UNCC_51358,UNCC,Packera dubia (Spreng.) Trock & Mabb.,"Podolsky, Diane",Tier_3_Bronze,None,34.669335,-80.517764,2465.0,103,0.979857,-0.199702,Piedmont_Granite_Flatrocks,data/raw_vouchers/UNCC_51358.jpg
UNCC_51762,UNCC,Packera dubia (Spreng.) Trock & Mabb.,"Podolsky, Diane",Tier_3_Bronze,None,34.673041,-80.504225,1813.0,103,0.979857,-0.199702,Piedmont_Granite_Flatrocks,data/raw_vouchers/UNCC_51762.jpg
ODU00011128,ODU,Packera tomentosa C.Jeffrey,J.R. Wells,Tier_3_Bronze,None,37.153727,-76.514851,607.0,135,0.730644,-0.682758,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011128.jpg
IND-0137727,IND,Packera tomentosa C.Jeffrey,Harry E. Ahles,Tier_3_Bronze,None,34.663475,-80.518108,800.0,110,0.948772,-0.315962,Piedmont_Granite_Flatrocks,data/raw_vouchers/IND-0137727.jpg
NCU00027974,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,33.967892,-83.005144,3036.0,97,0.995218,-0.097683,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00027974.jpg
NCU00385182,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,36.61672,-76.916391,677.0,173,0.164818,-0.986324,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385182.jpg
NCU00385188,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,36.765348,-77.45968,3735.0,187,-0.07519,-0.997169,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385188.jpg
NCU00385180,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,36.685983,-77.542481,3036.0,114,0.924803,-0.380447,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385180.jpg
NCU00385155,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,30.471008,-84.583245,5000.0,81,0.984306,0.176471,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385155.jpg
NCU00377791,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,34.462075,-78.071937,3000.0,98,0.99339,-0.114788,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377791.jpg
ODU00011124,ODU,Packera tomentosa C.Jeffrey,unknown,Tier_3_Bronze,None,36.765901,-76.158101,1739.0,108,0.959079,-0.283139,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011124.jpg
BRIT00261,BRIT,Packera tomentosa C.Jeffrey,D. K. Trock,Tier_1_Gold,None,33.551983,-94.794889,529.0,100,0.988854,-0.14889,Interior_Prairie_Midwest,data/raw_vouchers/BRIT00261.jpg
NCU00377924,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,34.668759,-80.52701,1807.0,116,0.911169,-0.412034,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377924.jpg
NCU00385200,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,32.508757,-92.24736,3000.0,100,0.988854,-0.14889,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385200.jpg
NCU00377919,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,35.071284,-82.622569,1497.0,120,0.880683,-0.473706,Appalachian_Highlands,data/raw_vouchers/NCU00377919.jpg
NCU00377786,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,36.440073,-77.345431,300.0,108,0.959079,-0.283139,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00377786.jpg
NCU00377780,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,36.528441,-77.055519,2099.0,109,0.954067,-0.299595,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00377780.jpg
NCU00377776,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,35.979223,-77.739866,3000.0,113,0.93121,-0.364483,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00377776.jpg
NCU00377800,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,35.83947,-76.760537,2521.0,116,0.911169,-0.412034,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00377800.jpg
NCU00377917,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,35.071284,-82.622569,1497.0,120,0.880683,-0.473706,Appalachian_Highlands,data/raw_vouchers/NCU00377917.jpg
NCU00377787,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,35.112293,-76.913274,2428.0,110,0.948772,-0.315962,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00377787.jpg
NCU00384961,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,30.906303,-92.789759,306.0,94,0.998932,-0.046215,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00384961.jpg
NCU00385157,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,30.957676,-85.111372,3000.0,94,0.998932,-0.046215,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385157.jpg
NCU00377772,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,36.057541,-76.676861,809.0,129,0.797102,-0.603845,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00377772.jpg
NCU00377778,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,36.442631,-76.555731,300.0,129,0.797102,-0.603845,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00377778.jpg
NCU00377769,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,35.536295,-77.06478,1535.0,137,0.706727,-0.707487,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00377769.jpg
NCU00377781,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,35.585079,-76.485053,1986.0,138,0.694452,-0.719539,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00377781.jpg
NCU00385195,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,30.719131,-93.228774,3000.0,68,0.920659,0.390368,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00385195.jpg
NCU00377930,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,33.851102,-81.683744,3039.0,96,0.996751,-0.080549,Appalachian_Highlands,data/raw_vouchers/NCU00377930.jpg
NCU00377922,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,34.67077,-80.52143,1666.0,105,0.972408,-0.233289,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377922.jpg
NCU00377796,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,35.543445,-80.49087,567.0,102,0.983147,-0.182817,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377796.jpg
NCU00377775,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,35.071786,-78.120944,300.0,117,0.903946,-0.427646,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377775.jpg
NCU00377797,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,34.99414,-78.280779,300.0,125,0.836733,-0.547611,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377797.jpg
NCU00377798,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,34.99414,-78.280779,300.0,125,0.836733,-0.547611,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377798.jpg
NCU00377931,NCU,Packera dubia (Spreng.) Trock & Mabb.,"Fuller, J. Brandon",Tier_1_Gold,None,35.105154,-81.205115,300.0,156,0.442168,-0.896932,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377931.jpg
